TimeStamp,1681660595,EventType,Inicio,SessionId,1209043992168568914,
TimeStamp,1681660598,EventType,Inicio Sala,SessionId,1209043992168568914,RoomID,1,
TimeStamp,1681660602,EventType,Fin,SessionId,1209043992168568914,
